Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10690334,2,"Tuesday, April  9, 2013 10:30:12 UTC",54.0754,-164.4901,2.5,45.50,26,"Unimak Island region, Alaska"
ak,10690332,2,"Tuesday, April  9, 2013 10:22:30 UTC",63.0834,-150.7353,1.5,122.20,31,"Central Alaska"
hv,60487531,1,"Tuesday, April  9, 2013 10:19:42 UTC",19.0605,-155.4252,2.3,38.40,45,"Island of Hawaii, Hawaii"
ak,10690328,2,"Tuesday, April  9, 2013 10:11:56 UTC",63.1612,-150.7018,1.6,118.10,42,"Central Alaska"
ak,10690327,2,"Tuesday, April  9, 2013 10:09:08 UTC",58.7979,-153.2740,1.8,10.10,18,"Kodiak Island region, Alaska"
ak,10690325,2,"Tuesday, April  9, 2013 10:03:18 UTC",58.8151,-153.3139,2.3,10.10,30,"Kodiak Island region, Alaska"
mb,13741948,2,"Tuesday, April  9, 2013 10:03:08 UTC",48.4060,-114.2095,1.4,9.70,16,"western Montana"
nn,00409000,1,"Tuesday, April  9, 2013 09:47:51 UTC",37.0874,-117.3610,1.2,15.10, 4,"Central California"
uu,60018607,2,"Tuesday, April  9, 2013 09:40:16 UTC",44.6647,-110.4382,1.0,2.70, 7,"Yellowstone National Park, Wyoming"
uu,60018602,2,"Tuesday, April  9, 2013 09:39:13 UTC",44.6542,-110.4670,1.1,2.20, 8,"Yellowstone National Park, Wyoming"
uu,60018592,4,"Tuesday, April  9, 2013 09:35:28 UTC",44.6613,-110.4663,2.3,0.90,23,"Yellowstone National Park, Wyoming"
ak,10691092,2,"Tuesday, April  9, 2013 09:34:14 UTC",53.7811,-164.3248,2.2,38.50,11,"Unimak Island region, Alaska"
uu,60018587,6,"Tuesday, April  9, 2013 09:33:42 UTC",44.6610,-110.4607,3.1,0.90,30,"Yellowstone National Park, Wyoming"
uu,60018577,4,"Tuesday, April  9, 2013 09:30:25 UTC",44.6570,-110.4757,2.3,0.90,25,"Yellowstone National Park, Wyoming"
ak,10690321,2,"Tuesday, April  9, 2013 09:27:06 UTC",51.5342,-176.5927,1.8,37.40,21,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60018572,4,"Tuesday, April  9, 2013 09:24:36 UTC",44.6647,-110.4612,1.6,0.40,16,"Yellowstone National Park, Wyoming"
uu,60018567,4,"Tuesday, April  9, 2013 09:23:56 UTC",44.6550,-110.4605,1.5,2.00,11,"Yellowstone National Park, Wyoming"
ci,11282218,1,"Tuesday, April  9, 2013 09:15:23 UTC",34.7158,-116.2903,1.7,2.30,14,"Southern California"
nn,00408845,1,"Tuesday, April  9, 2013 09:10:19 UTC",37.0893,-117.0550,1.8,5.40,12,"Nevada"
us,b000g2v7,7,"Tuesday, April  9, 2013 08:55:43 UTC",46.7996,152.5619,5.1,57.20,88,"Kuril Islands"
ak,10690311,2,"Tuesday, April  9, 2013 08:53:44 UTC",61.0343,-151.7033,1.7,83.50,30,"Southern Alaska"
us,b000g2v6,8,"Tuesday, April  9, 2013 08:49:12 UTC",-23.5780,-64.5571,4.6,28.10,23,"Jujuy, Argentina"
ak,10690310,2,"Tuesday, April  9, 2013 08:48:52 UTC",63.1843,-150.2780,1.1,7.40,22,"Central Alaska"
us,b000g2vk,3,"Tuesday, April  9, 2013 08:42:24 UTC",-23.5012,-64.5044,4.5,24.00,18,"Salta, Argentina"
ak,10690308,3,"Tuesday, April  9, 2013 08:42:04 UTC",53.8202,-164.3610,3.9,60.60,44,"Unimak Island region, Alaska"
uu,60018562,4,"Tuesday, April  9, 2013 07:38:29 UTC",39.4382,-111.2128,1.6,2.90, 8,"Utah"
uu,60018552,4,"Tuesday, April  9, 2013 07:27:08 UTC",44.6592,-110.4518,1.2,4.80,14,"Yellowstone National Park, Wyoming"
ci,11282194,1,"Tuesday, April  9, 2013 07:24:14 UTC",33.7960,-116.0918,1.4,2.60,40,"Southern California"
ci,11282186,1,"Tuesday, April  9, 2013 07:19:13 UTC",34.0273,-116.7798,1.2,16.40,32,"Southern California"
ak,10690293,2,"Tuesday, April  9, 2013 07:01:08 UTC",61.2803,-146.7593,2.0,15.00,38,"Southern Alaska"
ak,10691086,2,"Tuesday, April  9, 2013 06:51:42 UTC",62.3120,-150.8670,1.1,74.90,20,"Central Alaska"
hv,60487486,1,"Tuesday, April  9, 2013 06:12:59 UTC",19.3380,-155.2213,1.7,6.10,33,"Island of Hawaii, Hawaii"
nc,71968555,2,"Tuesday, April  9, 2013 06:01:05 UTC",37.4835,-117.9057,2.0,5.10,15,"Central California"
ak,10690284,2,"Tuesday, April  9, 2013 05:52:39 UTC",60.8011,-151.6686,2.2,75.00,47,"Kenai Peninsula, Alaska"
ak,10690282,2,"Tuesday, April  9, 2013 05:41:46 UTC",61.9969,-148.5411,1.3,17.80,24,"Southern Alaska"
nc,71968540,0,"Tuesday, April  9, 2013 05:38:01 UTC",38.8267,-122.8525,1.0,2.30,24,"Northern California"
nc,71968535,0,"Tuesday, April  9, 2013 05:32:25 UTC",38.8412,-122.8022,1.0,2.10,18,"Northern California"
ci,11282162,1,"Tuesday, April  9, 2013 05:30:31 UTC",33.6578,-117.0213,1.7,11.30,49,"Southern California"
ak,10690277,2,"Tuesday, April  9, 2013 05:25:30 UTC",63.2608,-150.6555,1.4,126.50,26,"Central Alaska"
nc,71968525,3,"Tuesday, April  9, 2013 05:22:32 UTC",40.3017,-121.4608,2.9,12.00,46,"Northern California"
ci,11282146,1,"Tuesday, April  9, 2013 05:19:39 UTC",36.0487,-117.8592,1.4,2.30,16,"Central California"
nc,71968520,2,"Tuesday, April  9, 2013 05:16:34 UTC",39.3193,-122.8117,1.6,9.40,16,"Northern California"
uu,60018532,2,"Tuesday, April  9, 2013 05:09:28 UTC",44.2308,-110.7748,1.7,4.60,10,"Yellowstone National Park, Wyoming"
uu,60018527,3,"Tuesday, April  9, 2013 05:06:04 UTC",44.2433,-110.7977,1.7,4.80,11,"Yellowstone National Park, Wyoming"
uu,60018512,2,"Tuesday, April  9, 2013 04:50:25 UTC",39.4160,-111.2222,1.4,2.90, 5,"Utah"
uu,60018502,2,"Tuesday, April  9, 2013 04:33:27 UTC",39.4412,-111.2433,1.4,1.40, 9,"Utah"
mb,13215796,2,"Tuesday, April  9, 2013 04:15:31 UTC",45.3758,-112.6018,1.0,6.60, 9,"western Montana"
us,b000g2sh,5,"Tuesday, April  9, 2013 03:36:28 UTC",36.5151,22.9169,4.9,24.00,57,"southern Greece"
ak,10690262,2,"Tuesday, April  9, 2013 03:28:28 UTC",61.2953,-149.0612,1.2,29.80,20,"Southern Alaska"
nc,71968500,0,"Tuesday, April  9, 2013 02:52:43 UTC",38.8435,-122.8270,1.0,1.70,12,"Northern California"
nc,71968490,0,"Tuesday, April  9, 2013 02:32:30 UTC",38.8142,-122.8133,1.0,3.00,14,"Northern California"
ak,10690259,2,"Tuesday, April  9, 2013 02:31:30 UTC",53.5204,-167.3821,2.3,88.30,18,"Fox Islands, Aleutian Islands, Alaska"
ak,10690257,2,"Tuesday, April  9, 2013 02:25:53 UTC",60.7797,-152.2804,1.9,109.00,33,"Southern Alaska"
nc,71968485,1,"Tuesday, April  9, 2013 02:25:09 UTC",38.7892,-122.7630,1.6,2.20,27,"Northern California"
ak,10690254,2,"Tuesday, April  9, 2013 02:22:48 UTC",62.2235,-149.9289,1.3,4.20,24,"Central Alaska"
nc,71968480,2,"Tuesday, April  9, 2013 02:20:03 UTC",36.9002,-121.4218,1.8,5.50,36,"Central California"
ci,11282098,1,"Tuesday, April  9, 2013 02:19:16 UTC",34.0067,-117.1768,1.6,3.90,60,"Greater Los Angeles area, California"
nc,71968470,0,"Tuesday, April  9, 2013 02:14:56 UTC",38.8180,-122.8177,1.2,2.60, 6,"Northern California"
hv,60487411,1,"Tuesday, April  9, 2013 02:01:53 UTC",19.4025,-155.2813,1.8,1.30,14,"Island of Hawaii, Hawaii"
ak,10690244,2,"Tuesday, April  9, 2013 01:52:41 UTC",61.2907,-149.0622,1.5,25.80,30,"Southern Alaska"
ak,10691076,2,"Tuesday, April  9, 2013 01:50:06 UTC",62.9100,-151.1690,1.4,106.60,21,"Central Alaska"
ak,10690238,2,"Tuesday, April  9, 2013 01:27:15 UTC",60.3465,-151.3572,1.8,57.40,43,"Kenai Peninsula, Alaska"
uu,60018467,3,"Tuesday, April  9, 2013 01:08:34 UTC",39.4232,-111.2355,1.2,4.10,10,"Utah"
uu,60018462,2,"Tuesday, April  9, 2013 00:53:55 UTC",44.2578,-110.8753,1.8,9.90, 9,"Yellowstone National Park, Wyoming"
ci,11282082,2,"Tuesday, April  9, 2013 00:53:39 UTC",35.3935,-118.7307,1.4,6.90, 9,"Central California"
us,b000g2nj,4,"Tuesday, April  9, 2013 00:32:24 UTC",-5.7169,-80.2397,4.2,36.20,20,"near the coast of northern Peru"
ci,11282066,0,"Tuesday, April  9, 2013 00:13:49 UTC",33.6188,-117.0878,1.3,17.50,11,"Southern California"
ci,11282058,1,"Tuesday, April  9, 2013 00:13:39 UTC",33.3708,-116.2487,1.5,11.00,17,"Southern California"
pr,13099000,0,"Tuesday, April  9, 2013 00:08:33 UTC",18.3537,-67.5364,2.7,4.00,11,"Mona Passage, Puerto Rico"
pr,13098003,0,"Monday, April  8, 2013 23:51:19 UTC",18.1928,-67.4785,2.5,31.00, 4,"Mona Passage, Puerto Rico"
nn,00408828,1,"Monday, April  8, 2013 23:45:03 UTC",37.3521,-114.9634,2.7,10.30, 3,"Nevada"
nc,71968410,1,"Monday, April  8, 2013 23:39:20 UTC",38.8217,-122.8112,1.2,3.30,27,"Northern California"
ci,11282042,2,"Monday, April  8, 2013 23:21:51 UTC",35.0278,-117.6895,1.6,0.00,11,"Southern California"
ak,10690069,1,"Monday, April  8, 2013 23:17:06 UTC",64.9567,-147.4499,1.1,0.10,11,"Central Alaska"
nc,71968395,0,"Monday, April  8, 2013 23:10:27 UTC",38.8132,-122.8122,1.1,3.10,19,"Northern California"
ci,11282026,3,"Monday, April  8, 2013 23:09:15 UTC",33.1997,-115.5725,1.7,0.10,18,"Southern California"
nn,00408998,1,"Monday, April  8, 2013 22:58:33 UTC",37.3056,-115.9181,1.1,3.50, 3,"Nevada"
nc,71968380,3,"Monday, April  8, 2013 22:42:07 UTC",36.6250,-121.2370,2.0,6.60,45,"Central California"
ci,11282018,3,"Monday, April  8, 2013 22:34:59 UTC",33.5180,-116.4620,1.1,8.30,21,"Southern California"
nc,71968375,2,"Monday, April  8, 2013 22:34:01 UTC",37.9062,-122.2915,1.7,3.70,58,"San Francisco Bay area, California"
ci,11282002,1,"Monday, April  8, 2013 22:29:07 UTC",33.5133,-116.4623,1.4,7.40,27,"Southern California"
ak,10690044,1,"Monday, April  8, 2013 22:07:06 UTC",61.4878,-149.8445,2.2,31.50,27,"Southern Alaska"
uw,60515857,1,"Monday, April  8, 2013 21:56:53 UTC",45.7895,-119.8632,1.8,0.00, 7,"Oregon"
ci,11281986,1,"Monday, April  8, 2013 21:36:20 UTC",34.2788,-118.5132,1.8,11.80,21,"Greater Los Angeles area, California"
us,b000g2i6,9,"Monday, April  8, 2013 21:22:03 UTC",12.6685,-90.6762,4.3,61.20,49,"off the coast of Guatemala"
uw,60515822,1,"Monday, April  8, 2013 21:13:16 UTC",49.4587,-120.5418,2.3,0.00,11,"British Columbia, Canada"
ak,10690017,1,"Monday, April  8, 2013 21:04:24 UTC",64.8796,-149.2347,2.5,23.00,13,"Central Alaska"
ak,10690007,1,"Monday, April  8, 2013 20:36:04 UTC",64.7292,-150.7637,1.6,4.20, 8,"Central Alaska"
ci,11281962,1,"Monday, April  8, 2013 20:17:13 UTC",33.5053,-116.4428,1.5,9.00,28,"Southern California"
ci,11281954,2,"Monday, April  8, 2013 20:15:09 UTC",33.6673,-117.2065,1.2,0.00,14,"Southern California"
uu,60018437,2,"Monday, April  8, 2013 19:59:53 UTC",44.2377,-110.7992,1.4,5.50,10,"Yellowstone National Park, Wyoming"
ci,11281946,3,"Monday, April  8, 2013 19:46:16 UTC",34.6138,-117.1122,1.8,0.00,38,"Southern California"
ci,11281938,2,"Monday, April  8, 2013 19:39:36 UTC",35.6297,-118.4182,1.2,8.50,15,"Central California"
ak,10689955,1,"Monday, April  8, 2013 19:25:05 UTC",59.8442,-153.0880,2.8,101.00,18,"Southern Alaska"
nc,71968340,1,"Monday, April  8, 2013 19:18:25 UTC",38.8258,-122.8520,1.5,2.30,28,"Northern California"
us,b000g2b9,9,"Monday, April  8, 2013 18:53:43 UTC",-7.1508,106.0700,5.6,46.70,107,"Java, Indonesia"
ak,10689931,1,"Monday, April  8, 2013 18:45:05 UTC",64.2579,-149.9541,1.2,22.90, 8,"Central Alaska"
nn,00408752,1,"Monday, April  8, 2013 18:18:04 UTC",37.3854,-114.9607,3.4,12.00, 5,"Nevada"
uw,60515717,3,"Monday, April  8, 2013 17:35:37 UTC",47.8830,-121.6567,1.0,7.70, 7,"Washington"
nc,71968305,0,"Monday, April  8, 2013 17:32:06 UTC",38.8393,-122.8310,1.4,2.30,22,"Northern California"
nc,71968300,1,"Monday, April  8, 2013 17:28:16 UTC",38.7583,-122.7215,1.7,1.10,22,"Northern California"
ak,10689898,1,"Monday, April  8, 2013 17:24:28 UTC",63.2192,-150.4573,1.5,97.00,15,"Central Alaska"
ak,10689880,1,"Monday, April  8, 2013 16:47:48 UTC",63.7580,-148.8242,1.4,195.40, 6,"Central Alaska"
ci,11281866,2,"Monday, April  8, 2013 16:16:21 UTC",33.2847,-116.7475,1.0,5.60,13,"Southern California"
ci,11281858,1,"Monday, April  8, 2013 16:15:18 UTC",33.2845,-116.7498,1.3,5.10,29,"Southern California"
ak,10689868,1,"Monday, April  8, 2013 15:48:53 UTC",61.5850,-146.6003,1.8,18.50,18,"Southern Alaska"
us,2013ntah,2,"Monday, April  8, 2013 15:05:19 UTC",51.3542,156.7225,4.5,126.50,64,"Kamchatka Peninsula, Russia"
pr,13098002,0,"Monday, April  8, 2013 14:46:42 UTC",19.4368,-64.9085,3.3,81.00, 3,"Virgin Islands region"
nc,71968255,2,"Monday, April  8, 2013 14:44:08 UTC",36.5608,-121.0745,1.2,7.00,17,"Central California"
ak,10689860,2,"Monday, April  8, 2013 14:36:36 UTC",52.1584,-174.2734,3.8,187.80,36,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11281850,3,"Monday, April  8, 2013 14:22:51 UTC",34.7100,-116.2900,2.9,2.50,32,"Southern California"
nc,71968250,2,"Monday, April  8, 2013 14:20:39 UTC",37.4572,-121.7738,1.1,7.10,18,"San Francisco Bay area, California"
uu,60018402,2,"Monday, April  8, 2013 14:16:16 UTC",39.4438,-111.2133,1.2,1.70,10,"Utah"
ak,10689855,1,"Monday, April  8, 2013 14:04:19 UTC",59.4125,-152.3019,1.8,29.60, 9,"Southern Alaska"
nc,71968245,1,"Monday, April  8, 2013 13:46:23 UTC",38.8372,-122.7742,1.5,2.40,30,"Northern California"
nc,71968235,0,"Monday, April  8, 2013 13:25:16 UTC",38.8265,-122.8053,1.0,3.10,21,"Northern California"
ci,11281842,0,"Monday, April  8, 2013 13:22:21 UTC",35.8842,-118.3500,2.3,1.70,31,"Central California"
ci,11281834,1,"Monday, April  8, 2013 13:15:45 UTC",32.9662,-115.5248,1.7,11.30,13,"Southern California"
ci,11281826,1,"Monday, April  8, 2013 12:58:45 UTC",33.6583,-117.0198,1.0,11.60,17,"Southern California"
ak,10689834,1,"Monday, April  8, 2013 12:39:44 UTC",59.2560,-152.6284,3.3,86.00,72,"Southern Alaska"
nc,71968225,1,"Monday, April  8, 2013 12:34:45 UTC",38.8218,-122.8057,1.1,3.10,22,"Northern California"
nc,71968215,2,"Monday, April  8, 2013 12:10:52 UTC",37.3142,-122.0982,1.4,5.60,16,"San Francisco Bay area, California"
nc,71968210,0,"Monday, April  8, 2013 12:10:15 UTC",38.7897,-122.7623,1.0,1.60,13,"Northern California"
ci,11281810,1,"Monday, April  8, 2013 12:04:52 UTC",33.9968,-116.6867,1.2,17.20,13,"Southern California"
ak,10689818,1,"Monday, April  8, 2013 12:02:02 UTC",63.3666,-151.4459,1.3,14.20, 8,"Central Alaska"
ak,10689812,2,"Monday, April  8, 2013 11:57:21 UTC",63.4070,-151.3920,3.5,10.90,68,"Central Alaska"
